x,y
0.18707930334911993,0.3544167419543969
0.16600314899288182,0.2645612023955517
0.486566920118669,0.6717865704695531
0.29618966555848136,0.3597801432903508
0.8767619120383929,0.8443483105467051
0.22460264314755263,0.24436894007838983
0.7166222723538186,0.03742412206631707
0.49502459787731456,0.9348235591116397
0.3011305583732763,0.9484724724615782
0.004530619386164503,0.8276092099806455
0.41234799587982074,0.7901728532845917
0.43045656576485103,0.47267974475751373
0.26599264384406374,0.7561560838819267
0.8823359487525974,0.9147462663182314
0.8540356901733832,0.9415553693199429
0.538563586260162,0.027705245061032446
0.6483895555210794,0.5129175568598846
0.26060661820049424,0.5728304790317702
0.9375762624434798,0.5008868411768324
0.3442086035476809,0.8460603668609824
0.3341258333257501,0.7541160637533387
0.6539546951364762,0.6720483807340615
0.926735383196741,0.9759789016372427
0.4156840537448834,0.37714746137573674
0.5149150473261515,0.25676038623528863
0.19336032115501356,0.5340229441425488
0.9594747771379349,0.4476211953477621
0.06230201938653479,0.6445934045449931
0.7981548691572602,0.570780295393873
0.5359311661939647,0.6637759632520518
0.5951138241714841,0.042102662137225466
0.05966506250609327,0.2508922136884585
0.26240968511436724,0.7519563583375759
0.5083111193426697,0.7061022076413599
0.8260749987296562,0.9503633423609253
0.5828469420266564,0.5461180482770921
0.6616734872429187,0.5995874147531257
0.31744904600599877,0.41155575913085896
0.2330624812779073,0.6449561700870595
0.10251419306869791,0.733295780924839
0.23347485209343033,0.7253895115503104
0.06702564841358571,0.0778823253608637
0.012253476998634438,0.3567772064714205
0.694807661573916,0.9259885121255433
0.29214643033846344,0.7825072449066544
0.4650621152316474,0.5845344088138936
0.14842667230632767,0.8159851310042688
0.818756932181774,0.09137231153507464
0.4179851964742244,0.5383624383920845
0.9101525509339818,0.8376669865467697
0.2646551585122393,0.3394484276525125
0.7116589731242867,0.4766728445220487
0.15909155987769175,0.3814498486791982
0.6381980511408889,0.1760904895251617
0.788329722289824,0.8932562958518818
0.03235925502273285,0.504096680007571
0.3801585133288652,0.5799358656650565
0.25832178212636037,0.30471935460352684
0.5901949091359887,0.3485086612996986
0.586514824549487,0.402682328452463
0.8173683280276721,0.5412107367569494
0.7034605373487105,0.9541079629004549
0.726901318681939,0.6185740815793417
0.814716678326331,0.47444324646646185
0.44000658155973726,0.20100899650960524
0.6972773615441675,0.9485180110125708
0.2887382744179591,0.03919185181904694
0.6693506647779438,0.3837719614529629
0.5371891466456522,0.07204128630426987
0.5093258168946765,0.9494597613819409
0.23697376211432875,0.7852980436307522
0.12241304071496151,0.015607102013152185
0.18357066589029658,0.9541306912885699
0.8037552303235568,0.5145717099437189
0.14542014202099662,0.6881727646537785
0.08370074211242273,0.964179062701561
0.05395761907603769,0.7291821478657632
0.9401346496974915,0.9834831381280112
0.7452617925748088,0.06986830651816633
0.09086206881100134,0.38737049387479094
0.45200321541830535,0.37197988850517094
0.6507850450501528,0.22370591087103486
0.0908937489116729,0.7064254101416924
0.2876734933118855,0.26297051877561406
0.6220078870931256,0.9060587802603504
0.7281633506800672,0.5682450041912749
0.01297787761688729,0.28828042682657706
0.3095394707011926,0.7943642743252233
0.1702037006968391,0.6725256906725702
0.005787881795484506,0.3266644862471454
0.537502408324697,0.12459952625457948
0.056854100558502374,0.2424443306711408
0.9980665450327524,0.9905738085383967
0.4582686421534261,0.5260403882822461
0.1662723427746544,0.10657480620717696
0.41650092496232205,0.6684824360061143
0.7638096990880149,0.12514338236167655
0.23023269609596297,0.8756541678525469
0.23007283305436443,0.40752315991833654
0.29977748851199615,0.06277087166707085
